391,46.6
782,43.05
1173,51.15
1564,52.49
1955,55.5
2346,56.32
2737,61.24
3128,62.37
3519,64.24
3910,63.55
4301,65.5
4692,67.46
5083,67.58
5474,70.9
5865,72.96
6256,72.52
6647,72.49
7038,74.02
7429,74.41
7820,73.73
8211,76.03
8602,78.0
8993,77.04
9384,76.09
9775,78.51
10166,78.52
10557,78.75
10948,78.56
11339,80.02
11730,81.35
12121,77.79
12512,81.18
12903,81.05
13294,80.84
13685,80.77
14076,80.77
14467,82.47
14858,81.9
15249,81.85
15640,82.87
16031,81.4
16422,83.62
16813,82.32
17204,82.81
17595,83.82
17986,84.17
18377,83.97
18768,83.81
19159,83.22
19550,84.46
19941,84.34
20332,84.08
20723,84.85
21114,84.33
21505,84.23
21896,85.56
22287,84.35
22678,84.57
23069,84.81
23460,84.55
23851,84.11
24242,84.7
24633,85.89
25024,85.42
25415,85.43
25806,84.98
26197,85.09
26588,85.54
26979,85.11
27370,83.56
27761,85.21
28152,85.89
28543,85.67
28934,84.93
29325,86.04
29716,85.94
30107,86.5
30498,85.98
30889,85.84
31280,86.41
31671,86.02
32062,87.4
32453,87.26
32844,87.81
33235,87.7
33626,87.53
34017,87.57
34408,87.68
34799,87.77
35190,87.68
35581,87.77
35972,87.52
36363,87.76
36754,87.27
37145,87.72
37536,87.63
37927,87.68
38318,87.91
38709,87.57
39100,87.63
39491,87.71
39882,87.6
40273,87.77
40664,87.61
41055,87.61
41446,87.94
41837,87.66
42228,87.64
42619,87.63
43010,87.79
43401,87.58
43792,87.67
44183,87.82
44574,87.18
44965,87.54
45356,87.21
45747,87.54
46138,87.68
46529,87.58
46920,87.51
47311,87.43
47702,87.58
48093,87.56
48484,87.62
48875,87.62
49266,87.66
49657,87.63
50048,87.68
50439,87.69
50830,87.72
51221,87.64
51612,87.66
52003,87.65
52394,87.67
52785,87.69
53176,87.64
53567,87.66
53958,87.75
54349,87.62
54740,87.68
55131,87.65
55522,87.61
55913,87.68
56304,87.6
56695,87.59
57086,87.68
57477,87.62
57868,87.64
58259,87.69
58650,87.73
59041,87.61
59432,87.67
59823,87.73
60214,87.62
60605,87.6
60996,87.6
61387,87.66
61778,87.68
62169,87.64
62560,87.61
62951,87.71
63342,87.56
63733,87.6
64124,87.66
