391,44.25
782,41.78
1173,49.93
1564,56.66
1955,59.29
2346,60.22
2737,59.99
3128,67.07
3519,67.56
3910,70.69
4301,72.1
4692,70.56
5083,72.84
5474,73.25
5865,73.74
6256,75.9
6647,77.16
7038,76.44
7429,74.97
7820,79.6
8211,74.83
8602,80.08
8993,79.69
9384,80.13
9775,81.31
10166,80.31
10557,79.19
10948,81.72
11339,81.48
11730,81.78
12121,81.79
12512,78.26
12903,83.07
13294,81.49
13685,83.52
14076,82.8
14467,84.59
14858,82.01
15249,82.64
15640,83.27
16031,82.78
16422,84.05
16813,81.8
17204,84.27
17595,84.73
17986,84.91
18377,84.02
18768,83.15
19159,84.52
19550,84.96
19941,84.98
20332,84.04
20723,83.8
21114,85.82
21505,85.05
21896,86.02
22287,85.72
22678,85.43
23069,84.66
23460,84.16
23851,85.18
24242,86.88
24633,83.23
25024,84.38
25415,85.68
25806,84.56
26197,85.61
26588,85.66
26979,84.8
27370,86.36
27761,86.15
28152,84.73
28543,85.97
28934,84.39
29325,86.64
29716,86.84
30107,87.38
30498,86.03
30889,86.58
31280,85.98
31671,86.14
32062,88.31
32453,89.26
32844,89.67
33235,90.01
33626,89.97
34017,89.86
34408,89.55
34799,89.98
35190,89.88
35581,90.23
35972,89.98
36363,90.18
36754,89.82
37145,90.41
37536,89.99
37927,90.28
38318,90.09
38709,90.27
39100,90.36
39491,89.82
39882,90.43
40273,90.12
40664,90.39
41055,90.29
41446,89.83
41837,89.66
42228,90.15
42619,90.04
43010,90.11
43401,90.05
43792,89.86
44183,90.22
44574,90.08
44965,90.28
45356,90.0
45747,89.72
46138,89.81
46529,89.83
46920,89.72
47311,90.12
47702,90.0
48093,90.13
48484,90.36
48875,90.46
49266,90.39
49657,90.55
50048,90.39
50439,90.33
50830,90.4
51221,90.56
51612,90.57
52003,90.53
52394,90.43
52785,90.54
53176,90.53
53567,90.57
53958,90.62
54349,90.58
54740,90.62
55131,90.65
55522,90.55
55913,90.53
56304,90.6
56695,90.65
57086,90.69
57477,90.51
57868,90.49
58259,90.61
58650,90.55
59041,90.61
59432,90.45
59823,90.61
60214,90.52
60605,90.57
60996,90.54
61387,90.62
61778,90.74
62169,90.62
62560,90.64
62951,90.71
63342,90.58
63733,90.58
64124,90.64
