391,30.81
782,35.75
1173,41.96
1564,45.13
1955,50.38
2346,54.48
2737,58.35
3128,61.36
3519,63.03
3910,64.41
4301,67.94
4692,65.68
5083,69.91
5474,70.5
5865,71.43
6256,72.4
6647,72.12
7038,72.63
7429,73.91
7820,75.29
8211,76.14
8602,77.05
8993,74.19
9384,77.14
9775,76.88
10166,78.1
10557,76.95
10948,79.17
11339,77.7
11730,77.01
12121,79.58
12512,79.42
12903,79.0
13294,80.38
13685,78.68
14076,79.87
14467,78.12
14858,81.32
15249,81.04
15640,78.37
16031,80.5
16422,79.55
16813,80.8
17204,81.33
17595,82.24
17986,78.88
18377,82.28
18768,82.55
19159,82.62
19550,82.0
19941,82.71
20332,82.68
20723,82.23
21114,80.92
21505,82.2
21896,81.62
22287,83.22
22678,82.14
23069,82.43
23460,81.83
23851,81.64
24242,82.82
24633,81.99
25024,83.2
25415,84.65
25806,82.37
26197,82.63
26588,83.56
26979,83.16
27370,83.42
27761,82.35
28152,83.41
28543,82.72
28934,83.2
29325,84.35
29716,84.05
30107,84.23
30498,84.35
30889,84.33
31280,83.22
31671,83.01
32062,86.89
32453,88.09
32844,88.0
33235,88.25
33626,87.98
34017,88.19
34408,88.13
34799,88.24
35190,88.45
35581,88.21
35972,88.29
36363,88.16
36754,88.48
37145,88.35
37536,88.37
37927,88.39
38318,88.26
38709,88.38
39100,88.52
39491,88.39
39882,88.26
40273,88.46
40664,88.33
41055,88.39
41446,88.45
41837,88.2
42228,88.1
42619,88.53
43010,88.44
43401,88.43
43792,88.38
44183,88.41
44574,88.34
44965,88.17
45356,88.04
45747,88.13
46138,88.32
46529,88.12
46920,88.14
47311,88.47
47702,87.99
48093,88.66
48484,88.73
48875,88.66
49266,88.66
49657,88.76
50048,88.83
50439,88.73
50830,88.78
51221,88.77
51612,88.81
52003,88.78
52394,88.94
52785,88.79
53176,88.88
53567,88.76
53958,88.93
54349,88.94
54740,88.79
55131,88.71
55522,88.83
55913,88.86
56304,88.81
56695,88.91
57086,88.96
57477,88.87
57868,88.9
58259,88.85
58650,88.7
59041,88.68
59432,88.86
59823,88.77
60214,88.8
60605,88.84
60996,88.87
61387,88.8
61778,88.76
62169,88.84
62560,88.7
62951,88.7
63342,88.8
63733,88.89
64124,88.86
