391,34.37
782,21.79
1173,27.87
1595,34.42
1986,34.1
2377,45.18
2768,53.28
3159,57.14
3550,60.31
3941,65.62
4332,69.5
4723,68.86
5114,71.08
5505,70.96
5896,73.91
6287,75.02
6678,77.68
7069,76.72
7460,77.13
7851,79.46
8242,80.11
8633,80.99
9024,81.1
9415,79.52
9806,80.92
10197,80.63
10588,81.24
10979,80.61
11370,82.7
11761,82.38
12152,81.3
12543,83.21
12934,80.23
13325,82.27
13716,83.07
14107,84.1
14498,83.84
14889,82.56
15280,81.41
15671,83.86
16062,82.94
16453,84.08
16844,84.29
17235,84.32
17626,83.77
18017,83.96
18408,84.1
18799,83.04
19190,84.62
19581,85.17
19972,85.94
20363,86.17
20754,85.64
21145,85.31
21536,84.95
21927,83.92
22318,85.42
22709,86.06
23100,84.75
23491,85.23
23882,84.96
24273,84.85
24664,86.43
25055,83.83
25446,84.7
25837,84.11
26228,82.88
26619,85.51
27010,84.93
27401,87.11
27792,85.31
28183,86.13
28574,85.82
28965,85.39
29356,85.57
29747,84.76
30138,84.23
30529,86.06
30920,84.54
31311,86.41
31702,85.34
32093,88.84
32484,89.38
32875,89.79
33266,89.75
33657,89.85
34048,89.83
34439,89.87
34830,90.14
35221,90.09
35612,89.79
36003,89.73
36394,90.06
36785,89.98
37176,90.09
37567,89.89
37958,90.21
38349,89.93
38740,90.19
39131,90.13
39522,90.31
39913,90.12
40304,89.94
40695,89.96
41086,89.92
41477,90.26
41868,90.17
42259,90.02
42650,89.78
43041,89.65
43432,90.46
43823,90.29
44214,89.97
44605,90.28
44996,90.12
45387,90.03
45778,90.11
46169,90.4
46560,89.83
46951,89.91
47342,90.25
47733,90.38
48124,90.62
48515,90.63
48906,90.5
49297,90.59
49688,90.54
50079,90.59
50470,90.57
50861,90.65
51252,90.56
51643,90.55
52034,90.53
52425,90.37
52816,90.48
53207,90.47
53598,90.53
53989,90.4
54380,90.47
54771,90.48
55162,90.46
55553,90.51
55944,90.61
56335,90.61
56726,90.53
57117,90.67
57508,90.65
57899,90.49
58290,90.62
58681,90.42
59072,90.53
59463,90.57
59854,90.55
60245,90.39
60636,90.46
61027,90.45
61418,90.53
61809,90.47
62200,90.46
62591,90.48
62982,90.55
63373,90.6
63764,90.57
64155,90.39
